date,hashtags,name,time,tweet,urls,username
2020-03-11,['#dkpol'],Rasmus Stoklund,12:15:00,"Et rammende citat af min gode partifælle @mattiastesfaye på dagens samråd om arbejdsløse flygtninge/indvandrere:  ""Der vokser for mange børn op i Danmark, som arver sæsonkortet til tribunerne i stedet for at komme ned og være med på banen."" #dkpol @Spolitik",[],rstoklund
2020-05-25,[],Mette Abildgaard,22:57:54,"Det gør også, hvis ikke det går med borgerforslaget. Men synes det har stor værdi, at det kommer frem på den måde her.",[],metteabildgaard
2020-02-26,['#dkpol'],Signe Munk,20:11:17,"@SFpolitik har værktøjskassen fuld af forslag, som kan gøre Danmark mere klimasikkert. Dejligt at @regeringDK tager godt imod det. Så lad os for en samlet plan for klimatilpasning.  https://nyheder.tv2.dk/politik/2020-02-26-stoettepartier-kraever-national-plan-for-klimatilpasning … #dkpol",['https://nyheder.tv2.dk/politik/2020-02-26-stoettepartier-kraever-national-plan-for-klimatilpasning'],signe_munk
2020-06-15,[],Pernille Skipper,00:12:58,Undskyld😂,[],pskipperel
2020-02-26,"['#dkgreen', '#dkpol']",Signe Munk,13:58:07,".@SFpolitik vil have brede forhandlinger om klimatilpasning. Der kommer vand fra alle sider. Regnvand, havvand og stigende grundvand. Godt at regeringen er klar til at lade vandselskaber tage regningen for regnvandsløsninger over jorden. Men kan ikke stå alene. #dkgreen #dkpol",[],signe_munk
2020-01-19,[],Pia Olsen Dyhr,08:58:38,💪☘️🌿,[],piaolsen
2020-03-23,[],Pernille Skipper,19:38:14,"Ej det kan godt være. Men det er der andre, der har sagt meget direkte. Og det er ikke ok.",[],pskipperel
2020-05-07,[],Stinus Lindgreen,20:16:40,Ikke forstået?,[],stinuslindgreen
2020-02-01,['#renew'],Morten Østergaard,17:12:19,"Vild uge - tillykke med både den lille ny europæer og dit eget europæiske eventyr. Omtrent det eneste positive, der er at sige om Brexit. #renew",[],oestergaard
2020-01-29,['#dkpol'],Rasmus Stoklund,11:25:35,Skuffende og uforståeligt at @radikale holder hånden over Blackstone og forpurrer muligheden for at sikre billige lejeboliger. #dkpol https://twitter.com/KaareDybvad/status/1222458408747651072 …,['https://twitter.com/KaareDybvad/status/1222458408747651072'],rstoklund
2020-04-18,[],Pia Olsen Dyhr,06:48:25,"Vi havde vældig gerne åbnet op men det kræver mere forberedelse, og nu går myndighederne i dialog med skolerne for at finde ud af hvad der skal til",[],piaolsen
2020-06-08,[],Søren Pape Poulsen,21:08:36,Præcis,[],sorenpape
2020-05-04,[],Stinus Lindgreen,23:19:14,"Well, Noma is currently closed for obvious reasons but at least I’m still around 😉",[],stinuslindgreen
2020-03-13,['#dkpol'],Kristian Thulesen Dahl,12:04:59,"Så er vi klar til at behandle den økonomiske håndsrækning, der er nødvendig for at holde hånden under virksomheder og medarbejdere i denne krisetid. Godt grundlag fra regeringen, men også nødvendigt med forbedringer. Håber regeringen er parat til at lytte til Folketinget! #dkpol pic.twitter.com/WnNxN5TIdy",[],kristianthdahl
2020-03-06,[],Morten Østergaard,18:15:00,"Ønsker @SFpolitik rigtig godt landsmøde. Tak for samarbejdet om ny retning det sidste år. Håber ikke I spilder tid på dette politiske anti-clickbait fra @Altingetdk  Politikere skal ikke “finde kanter”, men stå fast på det de brænder for i med- og modvind. http://altinget.peytzmail.com/c/kki/nlfays/gyapug/article-title/2780576220?t= https%3A%2F%2Fwww.altinget.dk%2Fartikel%2Fpodcast-med-holstein-sf-skal-finde-kanter-til-regeringen …",['http://altinget.peytzmail.com/c/kki/nlfays/gyapug/article-title/2780576220?t=https%3A%2F%2Fwww.altinget.dk%2Fartikel%2Fpodcast-med-holstein-sf-skal-finde-kanter-til-regeringen'],oestergaard
2020-01-25,[],Alex Vanopslagh,15:46:29,"Så bare for at forstå dig: Når du i dit indledende tweet problematiseret at man øger sin formue vha. kapitalafkast, så mener du det faktisk ikke. Tværtimod ønsker du at endnu flere kommer til at øge deres formuer  via kapitalafkast? Og at dette gavner entreprenørerne?",[],alexvanopslagh
2020-01-08,[],Signe Munk,20:14:32,"Jaaaaa.. tænker det gør alle glade.. men hvis jeg skal fortælle dig en hemmelighed, så er det altså ikke det samme at lægge pwk i plastikhånd som i en rigtig hånd.. så nogen er altid den første 🤗😂",[],signe_munk
2020-05-06,"['#dkpol', '#covid19dk']",Kristian Thulesen Dahl,12:48:39,Tid til strategi-skift? Lade Danmark genåbne når de forskellige virksomheder kan leve op til sundhedskravene om afstand mv. Istedet for at vi stykvis og delt tager et skridt efter det næste. Ser frem til forhandlingerne i dag og i morgen. #dkpol #covid19dk,[],kristianthdahl
2020-02-29,[],Pia Olsen Dyhr,10:52:13,Enig,[],piaolsen
2020-06-18,[],Signe Munk,11:29:54,Helt enig!,[],signe_munk
2020-06-04,[],Simon Emil Ammitzbøll-Bille,12:10:19,Mange tak,[],ammitzbollbille
2020-03-11,[],Pia Olsen Dyhr,10:11:14,Skriv gerne til Sundhedsstyrelsen om det,[],piaolsen
2020-02-10,[],Pernille Skipper,07:14:14,"Congratulations to @sinnfeinireland! What an incredible victory for a more social, equal and much greener Ireland and Europe 💚☘️",[],pskipperel
2020-06-25,[],Simon Emil Ammitzbøll-Bille,11:50:06,Det skal nok komme👍🏻,[],ammitzbollbille
2020-02-22,[],Ida Auken,22:54:31,Thanks,[],idaauken
2020-02-14,[],Rasmus Stoklund,14:28:14,"@QvortrupHenrik siger at jeg har skrevet/sagt at Ellemann ville blive ""myrdet"", hvis han havde skrevet sin opdatering på Facebook, men det er simpelthen ikke rigtigt - det har jeg ikke og jeg ville aldrig bruge det udtryk.",[],rstoklund
2020-05-01,[],Anne Paulin,15:48:27,"Vi skal sparke gang i økonomien, holde hånden under beskæftigelsen og videre med den grønne omstilling! https://twitter.com/KlimaMin/status/1256193279282069504 …",['https://twitter.com/KlimaMin/status/1256193279282069504'],paulin_anne
2020-06-11,['#dkpol'],Mette Abildgaard,11:57:31,"Super spændende nyt, grønt ansvarligt tilbud! Dejligt når pensionskasserne går forrest og tilbyder kunderne muligheden for at vælge (ekstra) grønt! #dkpol https://twitter.com/pfapension/status/1270960931414183936 …",['https://twitter.com/pfapension/status/1270960931414183936'],metteabildgaard
2020-04-10,"['#dkmedier', '#dkpol']",Morten Messerschmidt,00:14:03,"Igen i aften et anti-Trump program på @dr2tv Nogen, der kan mindes en udsendelse på @dr der ikke hader Trump? Er det public service, #dkmedier ? Gør DR os klogere på at forstå vores vigtigste allierede? Hvor er @TermansenJesper & @MariaRorbyeRonn ? #dkpol",[],mrmesserschmidt
2020-06-18,[],Stinus Lindgreen,20:13:23,Tak. Og træls.,[],stinuslindgreen
2020-04-06,"['#dkpol', '#covid19dk']",Pia Olsen Dyhr,08:33:42,Endelig ❤️🙏 Det lyder godt! Det giver ikke mening med 225 timers regel i den nuværende situation #dkpol #COVID19dk https://twitter.com/mjohnsondk/status/1247043341654601733 …,['https://twitter.com/mjohnsondk/status/1247043341654601733'],piaolsen
2020-03-17,[],Lise Bech 🇩🇰 DF,15:06:29,Hold afstand i det offentlige rum ❤️ https://twitter.com/ViaRitzau/status/1239915487112421376 …,['https://twitter.com/ViaRitzau/status/1239915487112421376'],lisebech
2020-04-30,[],Jakob Ellemann-Jensen,11:43:25,"Prøv at læse, hvad jeg siger, og ikke kun den overskrift, man har valgt fra EB.",[],jakobellemann
2020-02-08,[],Alex Vanopslagh,19:23:52,"Men når offentlige myndigheder om lidt får adgang til ansigtsgodkendelse, så vil datasikkerheden denne gang være i tip top. No worries! https://www.dr.dk/nyheder/penge/12-millioner-danskere-har-faaet-cpr-numre-laekket …",['https://www.dr.dk/nyheder/penge/12-millioner-danskere-har-faaet-cpr-numre-laekket'],alexvanopslagh
2020-06-15,['#dkpol'],Simon Emil Ammitzbøll-Bille,21:18:20,"Partiet Fremad vil gøre det nemmere at skabe virksomheder og arbejdspladser. Vil du støtte vores mulighed for at stille op til næste valg, kan du gøre det her -  http://www.partietfremad.dk  #dkpol",['http://www.partietfremad.dk'],ammitzbollbille
2020-03-27,[],Pia Olsen Dyhr,07:18:14,Vi skal bidrage til fællesskabet og det gør alle ikke idag,[],piaolsen
2020-01-28,[],Ole Birk Olesen,08:14:06,"Hvad siger han så? For der er boliger i både Rødovre, Ballerup og Gladsaxe, som buschauffører har råd til at bo i. Så hvor i København er det, buschaufføren skal have råd til at bo, hvor han ikke allerede har råd?",[],olebirkolesen
2020-05-20,"['#dkpol', '#sundpol']",Stinus Lindgreen,14:30:46,Velkommen til vores nye koncerndirektør @CrugerDorthe - det er et godt valg for @RegionH selv om @SvendHartling vil blive savnet. #dkpol #sundpol https://twitter.com/RegionH/status/1263029307078836224 …,['https://twitter.com/RegionH/status/1263029307078836224'],stinuslindgreen
2020-04-03,['#dkpol'],Josephine Fock,17:06:52,"Jeg rigtig glad for, at vi fortsætter udbygningen af elladestandere og omstillingen af vores erhvervstransport, så vi får en langt grønnere infrastruktur, end vi har i dag. Dette her er kun første skridt men et vigtigt et #dkpol ⁦@alternativet_⁩ https://kefm.dk/aktuelt/nyheder/2020/apr/politisk-aftale-om-flere-ladestandere-og-groennere-erhvervstransport/ …",['https://kefm.dk/aktuelt/nyheder/2020/apr/politisk-aftale-om-flere-ladestandere-og-groennere-erhvervstransport/'],josephinefock
2020-01-15,[],Stinus Lindgreen,22:58:00,"Helt enig. Og så må vi jo gøre det bedst muligt indenfor de rammer, vi nu har.",[],stinuslindgreen
2020-04-18,['#dkpol'],Kristian Thulesen Dahl,17:14:23,Fin forlængelse og justering af hjælpepakker. Nok ikke sidste gang der skal ske forbedringer her under corona-krisen. #dkpol https://twitter.com/skaarup_df/status/1251525185829777408 …,['https://twitter.com/skaarup_df/status/1251525185829777408'],kristianthdahl
2020-06-02,"['#radikale', '#hvadskerder']",Morten Messerschmidt,13:48:01,".@zeniastampe - du står op på det forkerte tidspunkt. Troede, du var med på at gøre valdemarsdag til nationaldag...!! #radikale #hvadskerder pic.twitter.com/aSUVW1p20n",[],mrmesserschmidt
2020-02-26,[],Simon Emil Ammitzbøll-Bille,07:26:20,Mange tak👍🏻,[],ammitzbollbille
2020-04-01,[],Stinus Lindgreen,17:04:17,"Det ville være skønt, hvis der kom noget godt ud af alt det her.",[],stinuslindgreen
2020-03-06,[],Simon Emil Ammitzbøll-Bille,10:23:21,"Måske. Men det afslører, at det er et hult argument, lige meget hvad man måtte mene om indholdet",[],ammitzbollbille
2020-01-22,[],Pernille Skipper,10:27:58,"For det første er det ikke rigtigt. Vi havde dagpengene oppe. I sagde nej. For det andet blev vi jo nødt til at trække jer til truget på opholdskravet. For det tredje: er det kun i finansloven, vi kan gøre noget? Så har I da et problem med alle jeres andre planer.",[],pskipperel
2020-05-06,[],Jakob Ellemann-Jensen,07:36:40,"Det er modtaget. Men hvad forestiller du dig egentlig? Skulle vi have siddet med armene over kors? Har du set, hvad det oprindelige oplæg fra Regeringen var? Og tror du selv, det var blevet trukket i en “venligere” retning, hvis aftalen var lavet med EL fremfor med Venstre?",[],jakobellemann
2020-05-20,['#dkpol'],Mogens Jensen,17:58:53,"Jeg har i dag fået 45.000 underskrifter fra bl.a. @animadk Inges Kattehjem, DOSO, @KattensVern der vil styrke mærkning af katte. De bakker op om regeringens forslag, der betyder at man mister retten til sin kat, hvis den ikke er mærket #dkpol https://bit.ly/36kMiPZ ",['https://bit.ly/36kMiPZ'],mogensjensens
2020-06-04,[],Rasmus Stoklund,23:16:21,"Det er fra en privat hjemmeside, som folk bruger til at øve sig til prøverne. Det spørgsmål har så vidt jeg ved ikke været stillet siden 2016.",[],rstoklund
2020-05-21,['#dkpol'],Stinus Lindgreen,11:46:53,"Solen skinner, Danmark åbner sig mere og mere, og @radikale fylder 115 år i dag. Det er da ikke så ringe endda. #dkpol pic.twitter.com/AfQmtDeePM",[],stinuslindgreen
2020-02-25,[],Pernille Skipper,13:35:18,Det siger de ikke. straffelovrådet gennemgår selv den substantielle forskel i de to begreber. Nemlig i nogle tilfælde af passivitet,[],pskipperel
2020-05-28,[],Dan Jørgensen,16:29:27,🌿☘️💪 pic.twitter.com/w5JcXi9t5B,[],danjoergensen
2020-02-18,[],Jakob Ellemann-Jensen,14:02:43,Nej. Bare nej. Jeg stopper her. Du er simpelthen for langt ude.,[],jakobellemann
2020-06-18,['#dkpol'],Simon Emil Ammitzbøll-Bille,07:38:01,"Hej Irene, mange tak! Det bedste du kan gøre, er at fortælle venner og familie om, at de kan skrive under for os. Vi skal have spredt budskabet 😀 #dkpol",[],ammitzbollbille
2020-01-29,[],Peder Hvelplund,07:55:43,"Det skal vi. Vigtigt med koordineret indsats mod ensomhed. Send en mail, så finder vi et tidspunkt.",[],pederhvelplund
2020-03-03,[],Morten Messerschmidt,21:32:21,Tallene siger det hele pic.twitter.com/OBRpC6Ve8E,[],mrmesserschmidt
2020-04-14,[],Stinus Lindgreen,11:42:11,"Nej. Der var ikke flere forhandlinger, da ministeren ikke kunne samle et bredt flertal. Vi var med til det sidste.",[],stinuslindgreen
2020-01-15,[],Stinus Lindgreen,15:27:17,Den vedtagelse er fra før min tid...,[],stinuslindgreen
2020-05-27,[],Lise Bech 🇩🇰 DF,15:10:38,"Nå, det var derfor i flagede i morges 😀🇩🇰  https://twitter.com/Forsvarsmin/status/1265562208643284995 … pic.twitter.com/f68jPQwzpG",['https://twitter.com/Forsvarsmin/status/1265562208643284995'],lisebech
2020-03-23,[],Jakob Ellemann-Jensen,15:33:02,"Præcis. Det er den lovgivende magt, der fastsætter straframmerne.",[],jakobellemann
2020-06-05,[],Simon Emil Ammitzbøll-Bille,10:05:52,Mange tak😀,[],ammitzbollbille
2020-03-09,[],Pia Olsen Dyhr,12:08:25,Samen er vi stærkest ☘️🌿💚,[],piaolsen
2020-04-19,[],Morten Østergaard,16:41:53,"Danmarks 🇪🇺-parti stiller vores mandater tilrådighed. Hvad barnet skal hedde er ikke afgørende, men at solidariteten må gå fra dem, der kan låne billigt til dem der er tynget i knæ af Corona er vejen ud af krisen. Men du har ret. Flertal støtter nok “solidarisk m os selv”-linjen.",[],oestergaard
2020-04-06,[],Stinus Lindgreen,22:31:31,Det kan du jo stadig bruge - både derhjemme og når du køber ind.,[],stinuslindgreen
2020-05-04,[],Dan Jørgensen,10:25:06,Jeg siger noget til NBC om behovet for grønt fokus i verdens økonomiske genopretningspakker her: https://www.nbcnews.com/tech/tech-news/cheap-oil-pandemic-no-big-deal-renewable-energy-experts-say-n1197716 …,['https://www.nbcnews.com/tech/tech-news/cheap-oil-pandemic-no-big-deal-renewable-energy-experts-say-n1197716'],danjoergensen
2020-03-29,[],Jakob Ellemann-Jensen,13:05:06,Ja. Og så har vi mistet arbejdspladser og virksomheder. Det bør vi tilstræbe at undgå i min optik.,[],jakobellemann
2020-03-15,"['#dkpol', '#covid19']",Pia Olsen Dyhr,21:52:54,Søndag aften i krisens tegn. Hvad gør vi for danske lønmodtagere og arbejdsgivere? Godt at mærke bred politisk forståelse på tværs i Folketinget #dkpol #COVID19 @NWammen @PHummelgaard @mfMorten @simonkollerup @JakobEllemann pic.twitter.com/7LFkSdjbOM,[],piaolsen
2020-02-13,[],Pia Olsen Dyhr,20:23:53,Tak gode Lise 🙏💪,[],piaolsen
2020-06-09,[],Pernille Skipper,12:01:25,"Jeg var ikke til demonstrationen, hvis det er det, du hentyder til.",[],pskipperel
2020-01-09,[],Rasmus Stoklund,16:50:35,Hvad tænker @SorenPape - deler du @sophieloehde s opfattelse af at din gamle DC er en tomat?,[],rstoklund
2020-05-12,[],Pia Olsen Dyhr,13:12:53,Hørt! https://twitter.com/PSkipperEL/status/1260163875946876928 …,['https://twitter.com/PSkipperEL/status/1260163875946876928'],piaolsen
2020-06-12,[],Stinus Lindgreen,16:25:24,"Så er vi på vej. Det føles nærmest som et eventyr at skulle i biografen efter corona - men vi skal naturligvis også på rejse til en fjern, fjern galakse 🚀 https://twitter.com/stinuslindgreen/status/1269582364319064066 …",['https://twitter.com/stinuslindgreen/status/1269582364319064066'],stinuslindgreen
2020-06-03,[],Simon Emil Ammitzbøll-Bille,19:51:59,Mange tak,[],ammitzbollbille
2020-05-25,[],Stinus Lindgreen,14:39:58,"Men en PCR-test på en person uden symptomer har meget stor sandsynlighed for at være negativ, selv hvis personen er smittet. Derfor er det ikke umiddelbart fornuftigt i mine øjne, men jeg man selvfølgelig tage fejl.",[],stinuslindgreen
2020-06-21,[],Simon Emil Ammitzbøll-Bille,22:15:23,Hvis folk er det pågældende er det 1 ikke injurierende 2 ikke åbning af noget bal. Det svarer jo blot til at folk kalder mig for liberal eller humanist,[],ammitzbollbille
2020-03-07,[],Ida Auken,14:35:29,Læs også kronikken i Politiken. Virkelig god vision.,[],idaauken
2020-06-16,[],Dan Jørgensen,17:53:26,Grøn almen boligsektor på vej!  ☘️🌿🌏 https://twitter.com/TRM_dk/status/1272901651209297922 …,['https://twitter.com/TRM_dk/status/1272901651209297922'],danjoergensen
2020-02-06,[],Rasmus Stoklund,16:31:11,"Ja, du har jo ret i, at det ikke er eksakt videnskab, der kan bruges til at undersøge den slags, og jeg kunne forestille mig, at der af gode grunde må være store metodiske udfordringer.",[],rstoklund
2020-06-10,[],Simon Emil Ammitzbøll-Bille,19:21:31,Hvornår?,[],ammitzbollbille
2020-02-11,[],Jakob Ellemann-Jensen,09:51:18,"Mener du virkelig det? Jeg er da glad for, at også folk med forstand på kapitalforvaltning minder sig selv om det ansvar, der påhviler os alle. Er venstrefløjen virkelig ikke kommet videre, end at I stadig bliver sure, når dem, I er uenige med, går ind for noget, der er “jeres”?",[],jakobellemann
2020-04-25,"['#enmillionstemmer', '#dkpol', '#dksocial']",Torsten Gejl,10:53:53,"Efter lange forhandlinger i socialministeriet, sender vi 225 millioner kr. ud til udsatte børn, udsatte voksne, mennesker med handicap, samt frivillige og ansatte, der arbejder for at hjælpe dem. @alternativet_ #enmillionstemmer #dkpol #dksocial https://sim.dk/nyheder/nyhedsarkiv/2020/apr/alle-partier-indgaar-aftale-om-hjaelp-til-saarbare-og-udsatte-grupper/ …",['https://sim.dk/nyheder/nyhedsarkiv/2020/apr/alle-partier-indgaar-aftale-om-hjaelp-til-saarbare-og-udsatte-grupper/'],torstengejl
2020-02-23,['#twitterboblen'],Rasmus Stoklund,10:50:33,"Velkommen her på Twitter, Marcus! Husk at #Twitterboblen ikke er repræsentativ så lad dig ikke slå ud af alle de skøre og sure kommentarer du (ligesom os andre) helt sikkert vil få. God søndag. Vh Rasmus :-)",[],rstoklund
2020-03-10,[],Søren Pape Poulsen,13:41:43,Stor forståelse for klimabekymring - men ingen respekt på den måde at kæmpe på,[],sorenpape
2020-06-11,[],Mette Abildgaard,18:35:18,Update: Mødet blev så ikke til noget. Det er aflyst. 😳😂😍,[],metteabildgaard
2020-05-08,[],Søren Pape Poulsen,08:46:44,Kunne ikke være mere enig. Så snart som muligt åbne grænserne i god forståelse med de andre lande,[],sorenpape
2020-04-23,[],Jakob Ellemann-Jensen,09:22:12,"Men det er jo her, problemet ligger. INGEN må være sidst i køen, og derfor fremlægger regeringen ikke en plan. Og biblioteker er afsindig vigtige! Men de eksisterer ikke, hvis der ikke er nogen, der betaler dem. Derfor styr på pengene, så vi kan sikre bl.a. vores biblioteker.",[],jakobellemann
2020-06-20,[],Stinus Lindgreen,20:44:27,Ikke så vidt jeg ved. Jeg blev først gjort opmærksom på kompatibilitetsproblemet efter lanceringen torsdag.,[],stinuslindgreen
2020-05-06,[],Dan Jørgensen,17:07:50,"7/ Der er med andre ord tale om et øjebliksbilede af udspillets effekt nu og her. CO2-effekten vil være lavere på sigt, da vi får mere grøn energi i fjernvarmen, og da udspillet kan sætte gang i udskiftninger af oliefyr, som alligevel ville være foretaget på et senere tidspunkt.",[],danjoergensen
2020-04-17,[],Pernille Skipper,07:09:40,Nej.,[],pskipperel
2020-06-12,"['#dkpol', '#sundpol']",Stinus Lindgreen,18:06:57,"Anderledes start på biografturen - også her skal der vises hensyn, holdes afstand og vaskes hænder. #dkpol #sundpol pic.twitter.com/y8Ouzx7f8W",[],stinuslindgreen
2020-05-23,[],Pia Olsen Dyhr,23:15:01,"Godt, så må vi håbe ministeren handler",[],piaolsen
2020-01-29,[],Rasmus Stoklund,13:55:49,"Jeg er sikker på I får masser af fine julekort fra Blackstone og andre boligspekulanter, som hele vejen til banken må glæde sig over jeres nyttige hjælp.",[],rstoklund
2020-06-11,[],Signe Munk,23:49:33,"Det er da totalt min bekymring også. Det ville du vide, hvis du snakkede med EL's forhandler eller sad med ved bordet. Desuden har jeg også sagt det i JP. Men ja ja.",[],signe_munk
2020-03-06,[],Pia Olsen Dyhr,07:15:25,Tak for indsatsen. Så vigtigt!,[],piaolsen
2020-04-15,[],Pia Olsen Dyhr,14:33:51,Så enig m @martinlidegaard 💪 https://twitter.com/martinlidegaard/status/1250357136732721153 …,['https://twitter.com/martinlidegaard/status/1250357136732721153'],piaolsen
2020-04-21,[],Ole Birk Olesen,14:13:52,"Statsministeren vil have sig frabedt at blive kaldt socialist. Det har S ikke været i mange, mange år, siger hun. Nåda, her er en artikel fra 2008 - mon ikke Mette F. var blandt de tre ud af fire S-folketingsmedlemmer, som svarede, at de var socialister? https://www.berlingske.dk/politik/socialdemokrater-vi-er-socialister …",['https://www.berlingske.dk/politik/socialdemokrater-vi-er-socialister'],olebirkolesen
2020-06-23,['#dkpol'],Stinus Lindgreen,10:38:06,"For første gang siden nedlukningen i marts sidder vi alle sammen - med behørig afstand og ny bordplan - klar til det sidste Regionsrådsmøde før sommerferien. Vi skal igennem 28 punkter på en smuk, solrig dag i folkestyrets tjeneste. #dkpol pic.twitter.com/7oFPDhk1ai",[],stinuslindgreen
2020-01-19,[],Alex Vanopslagh,23:21:18,Du har ret 😊,[],alexvanopslagh
2020-01-28,['#dkpol'],Peder Hvelplund,21:32:19,Tilsyneladende fornuftige takter i det udspil til udligningsreform @regeringDK fremlægger på torsdag. Men det er ikke nok kun af flytte rundt på midlerne. Den kommunale velfærd skal have et samlet løft. Det vil @Enhedslisten kæmpe benhårdt for i forhandlinger. #dkpol,[],pederhvelplund
2020-03-11,[],Dan Jørgensen,20:44:56, pic.twitter.com/vezTeERKzQ,[],danjoergensen
2020-04-20,[],Alex Vanopslagh,00:15:37,"Måske er vismændenes argument at offentlige investeringer er en rigtig dårlig løsning... Men korrekt, at insisterer man på en dårlig løsning kan man lige så godt vælge en grøn, dårlig løsning",[],alexvanopslagh
2020-06-24,[],Signe Munk,18:26:58,Godt at @MaiVilladsen bragte det på bordet i forhandlingerne!,[],signe_munk
2020-05-04,[],Jakob Ellemann-Jensen,17:20:36,"Det er sådan set det, jeg tilbyder. Jeg prioriterer bare min tid førstkommende onsdag på en måde, du ikke kan lide, men som jeg finder både klog og ansvarlig. Derfor tilbyder jeg næste onsdag. Hvordan kan det være helt urimeligt og udtryk for, at jeg ikke vil deltage?",[],jakobellemann
2020-05-12,"['#dkpol', '#covid19dk']",Kristian Thulesen Dahl,13:51:13,"Tænk at regeringens håndtering af corona-krisen har fået skabt en situation, hvor der er hundredevis af folk samlet til en muslimsk begravelse - mens folk er blevet afvist at deltage i kristne begravelser. Godt nok uhyrligt i et gammelt kristent land! #dkpol #COVID19dk",[],kristianthdahl
2020-06-16,['#dkpol'],Simon Emil Ammitzbøll-Bille,15:43:26,"Tak. Hvis du gerne vil skrive under, kan du gøre det her  http://www.partietfremad.dk  #dkpol",['http://www.partietfremad.dk'],ammitzbollbille
2020-03-26,[],Pia Olsen Dyhr,18:45:52,Enig i at de skal bruges klogt men det vil da være oplagt at få gang i nogle af de midler som en grøn vækstmotor på den anden side,[],piaolsen
2020-01-19,['#dkpol'],Mogens Jensen,11:51:58,"På dansk mission for grøn omstilling af landbruget og bedre dyrevelfærd i Berlin denne weekend. Gode snakke med kolleger fra bl.a Tyskland, Kina, Portugal, Schweiz og Norge. #dkpol @spisekammeret pic.twitter.com/ybll3k0I42",[],mogensjensens
2020-03-03,[],Stinus Lindgreen,22:16:27,"Ja, det er virkelig en fantastisk indsats.",[],stinuslindgreen
2020-06-25,[],Dan Jørgensen,10:47:26,"Spændende beregninger. Regeringen er enig i, at der er et kæmpe potentiale for nye grønne jobs i den aftale, vi lavede forleden! https://twitter.com/winddenmark/status/1276018866955726850 …",['https://twitter.com/winddenmark/status/1276018866955726850'],danjoergensen
2020-05-07,['#dkpol'],Torsten Gejl,14:24:18,"Det finske forsøg med kontanthjælp uden modkrav viste, at folk finder arbejde, selvom de ikke er tvunget. Turde vi basere det danske besk.system på tillid kunne vi spare milliarder på at droppe tvang og via bedre sundhed for ledige. #dkpol  https://www.bloomberg.com/news/articles/2020-05-06/milestone-free-money-study-shows-happiness-grows-but-jobs-don-t … via @bpolitics",['https://www.bloomberg.com/news/articles/2020-05-06/milestone-free-money-study-shows-happiness-grows-but-jobs-don-t'],torstengejl
2020-04-28,[],Stinus Lindgreen,10:32:32,"Fra andre vira er det velkendt, at tæthed er afgørende for virustryk og komplikationer. Altså at mange mennesker i små boliger er særligt udsatte. Det er en relevant faktor at se på.",[],stinuslindgreen
2020-03-25,"['#dkpol', '#sundpol']",Peder Hvelplund,21:52:03,"Regeringen skal give en velfærdsgaranti! Regning for Coronakrisen og opgaver der ikke løses nu fordi personalet knokler for at nedbringe Coronasmitten, skal ikke betales af ansatte, patienter og pårørende. @Enhedslisten kræver at @regeringDK samler regningen op! #dkpol #sundpol",[],pederhvelplund
2020-01-08,[],Rasmus Stoklund,11:31:35,"Stine, Jeg forstår ikke, hvad du mener med ""egne cirkler""?",[],rstoklund
2020-04-22,[],Jakob Ellemann-Jensen,07:35:06,"Jeg tror, det er klogt at planlægge på præcis den måde. Skal-opgaverne er nu i fase 1. Forbered er fase 2 (og måske 3,4...). Forudse er vejen længere frem. Og hvis man gør det.... vupti, så har man en plan.",[],jakobellemann
2020-05-06,[],Dan Jørgensen,17:07:49,"4/ 2/3 af projekterne vil renovere facader, tage og vinduer - og er dermed energibesparende, hvilket vil mindske varmeforbruget. Fremover forventes det, at 85–90 % af nye projekter vil indeholde grønne tiltag.",[],danjoergensen
2020-02-17,['#dkpol'],Mogens Jensen,19:29:45,Super flot at hele 11 danske restauranter bliver belønnet for bæredygtighed af Michelin #dkpol https://politiken.dk/ibyen/art7658189/Her-er-årets-danske-michelinstjerner-2020 …,['https://politiken.dk/ibyen/art7658189/Her-er-årets-danske-michelinstjerner-2020'],mogensjensens
2020-05-31,[],Rasmus Stoklund,21:44:12,"En jurist kan sikkert svare mere præcist, men mig bekendt skyldes det, at forbud mod en meningstilkendegivende forsamling ville være brud på grundloven.",[],rstoklund
2020-02-23,[],Ole Birk Olesen,08:58:56,"Køreturen mellem Aarhus C og Kbh K er på 303 km. Med en fast Kattegatforbindelse er den kun på 190 km, altså 113 km kortere. Men ifølge @pomaEB i EB i dag vil man kun spare en halv times transporttid. Det betyder, at @pomaEB kører 226 km/t, når han kører Aarhus-Kbh. Fartbølle.",[],olebirkolesen
2020-06-06,[],Simon Emil Ammitzbøll-Bille,13:48:27,Tak for det,[],ammitzbollbille
2020-05-12,['#dkpol'],Torsten Gejl,12:21:17,"Stiller statsministeren spørgsmål om det finske “kontanthjælp uden modkrav-forsøg” i salen i dag. I Fin. fandt 2000 borgere, der var fritaget for tvang og sanktioner ligeså meget arbejde som 2000, der ikke var. Mon regeringen vil acceptere dansk forsøg? @alternativet_ #dkpol",[],torstengejl
2020-06-15,['#eudk'],Morten Østergaard,09:05:26,Glæder mig over genåbnet grænse. Før Schengen-samarbejdet og EUs  fri bevægelighed var det jo sådan her i alle ferier. Jeg fatter ikke at nogen drømmer om at det skulle blive hverdag igen med permanent grænsekontrol til vores naboer og exit fra EU. Sammen er vi frie🇪🇺 #eudk pic.twitter.com/2apwxwdTyh,[],oestergaard
